pid,sid,eid,tid,author,year,title,journal,region,studymode,country,site,livestock_production_system,agroecological_zone,n,technology_type,control_trt,improved_forage,improved_legume,improved_grass,food_crop,cropping_system,forage_ctrl_dm1_hv1,forage_trt_dm1_hv1,forage_ctrl_dm1_hv2,forage_trt_dm1_hv2,forage_ctrl_dm1_hv3,forage_trt_dm1_hv3,forage_ctrl_dm1_hv4,forage_trt_dm1_hv4,forage_ctrl_dm1_hv5,forage_trt_dm1_hv5,forage_ctrl_dm1_hv6,forage_trt_dm1_hv6,forage_ctrl_dm1_hv7,forage_trt_dm1_hv7,forage_trt_dm2_hv1,forage_trt_dm2_hv2,forage_trt_dm2_hv3,forage_trt_dm2_hv4,forage_trt_dm2_hv5,forage_trt_dm2_hv6,uom_dm,forage_ctrl_cp_hv1,forage_trt_cp_hv1,forage_ctrl_cp_hv2,forage_trt_cp_hv2,uom_cp,forage_ctrl_n1,forage_trt_n1,forage_ctrl_n2,forage_trt_n2,uom_n_forage,forage_ctrl_me,forage_trt_me,uom_me,livestock_ctrl_milk1,livestock_trt_milk1,uom_milk,soil_ctrl_sl_5_10_s1,soil_trt_sl_5_10_s1,soil_ctrl_sl_10_20_s1,soil_trt_sl_10_20_s1,soil_ctrl_sl_20_30_s1,soil_trt_sl_20_30_s1,soil_ctrl_sl_30_s1,soil_trt_sl_30_s1,soil_ctrl_sl_5_10_s2,soil_trt_sl_5_10_s2,soil_ctrl_sl_10_20_s2,soil_trt_sl_10_20_s2,soil_ctrl_sl_20_30_s2,soil_trt_sl_20_30_s2,soil_ctrl_sl_30_s2,soil_trt_sl_30_s2,soil_ctrl_sl_10_20_s3,soil_trt_sl_10_20_s3,soil_ctrl_sl_10_20_s4,soil_trt_sl_10_20_s4,soil_ctrl_sl_10_20_s5,soil_trt_sl_10_20_s5,soil_ctrl_sl_10_20_s6,soil_trt_sl_10_20_s6,soil_ctrl_sl_10_20_s7,soil_trt_sl_10_20_s7,soil_ctrl_sl_10_20_s8,soil_trt_sl_10_20_s8,soil_ctrl_sl_10_20_s9,soil_trt_sl_10_20_s9,soil_ctrl_sl_10_20_s10,soil_trt_sl_10_20_s10,soil_ctrl_uom_sl,soil_ctrl_runoff_12_25,soil_trt_runoff_12_25,soil_ctrl_runoff_10_20_yr1,soil_trt_runoff_10_20_yr1,soil_ctrl_runoff_30_yr1,soil_trt_runoff_30_yr1,uom_runoff,soil_ctrl_soc,soil_trt_soc,uom_soc,econ_ctrl_rev_s1,econ_trt_rev_s1,econ_ctrl_rev_s2,econ_trt_rev_s2,econ_ctrl_rev_s3,econ_trt_rev_s3,econ_ctrl_rev_s4,econ_trt_rev_s4,uom_rev,econ_ctrl_benefit_s1,econ_trt_benefit_s1,econ_ctrl_benefit_s2,econ_trt_benefit_s2,econ_ctrl_benefit_s3,econ_trt_benefit_s3,econ_ctrl_benefit_s4,econ_trt_benefit_s4,econ_ctrl_bc_ratio1,econ_trt_bc_ratio1,econ_ctrl_bc_ratio2,econ_trt_bc_ratio2,uom_benefit,usd_exchange_rate,food_ctrl_cr1_s1,food_trt_cr1_s1,food_ctrl_cr1__s2,food_trt_cr1_s2,food_ctrl_cr1_s3,food_trt_cr1_s3,food_ctrl_cr1_s4,food_trt_cr1_s4,food_ctrl_cr1_s5,food_trt_cr1_s5,food_ctrl_cr1_s6,food_trt_cr1_s6,food_ctrl_cr1_s7,food_trt_cr1_s7,food_ctrl_cr1_s8,food_trt_cr1_s8,food_ctrl_cr1_s9,food_trt_cr1_s9,food_ctrl_cr1_s10,food_trt_cr1_s10,cr_1,uom_cr1,food_ctrl_cr2_yr1,food_trt_cr2_yr1,food_ctrl_cr2_yr2,food_trt_cr2_yr2,food_ctrl_cr2_yr3,food_trt_cr2_yr3,cr_2,uom_cr2,food_ctrol_stover_yr1,food_trt_stover_yr1,food_ctrl_stover_yr2,food_trt_stover_yr2,food_ctrl_stover_yr3,food_trt_stover_yr3,uom_stover
66,1,2,2,"Kusekwa, M., Kyamanywa, R., Ngowi, M.",1992,Fitting forage legumes into the cropping systems of semi-arid Tanzania,"In Stares, J.E. et al (eds) (1992): The complementarity of feed resoures for Animal production in Africa",Southern Africa,On-station trial,Botswana,Mpwapwa,Urban,Tropic - cool / semiarid,,Improved integration into the cropping system,Sole maize,Shrub,Leucaena leucocephala,,Maize,Forage intercrop/relay w food crop,,3,,3.6,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,2.8,2.71,2.53,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,6.8,4.7,4,3.48,,,t/ha/season
66,1,2,3,"Kusekwa, M., Kyamanywa, R., Ngowi, M.",1992,Fitting forage legumes into the cropping systems of semi-arid Tanzania,"In Stares, J.E. et al (eds) (1992): The complementarity of feed resoures for Animal production in Africa",Southern Africa,On-station trial,Botswana,Mpwapwa,Urban,Tropic - cool / semiarid,,Improved integration into the cropping system,Sole maize,Shrub,Leucaena leucocephala,,Maize,Forage intercrop/relay w food crop,,2.5,,3.2,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,2.7,2.71,2.41,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,6.8,5,4,2.1,,,t/ha/season
66,1,2,4,"Kusekwa, M., Kyamanywa, R., Ngowi, M.",1992,Fitting forage legumes into the cropping systems of semi-arid Tanzania,"In Stares, J.E. et al (eds) (1992): The complementarity of feed resoures for Animal production in Africa",Southern Africa,On-station trial,Botswana,Mpwapwa,Urban,Tropic - cool / semiarid,,Improved integration into the cropping system,Sole maize,Shrub,Leucaena leucocephala,,Maize,Forage intercrop/relay w food crop,,2.3,,3,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,3,2.71,2.65,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,6.8,5.5,4,3.28,,,t/ha/season
66,1,2,5,"Kusekwa, M., Kyamanywa, R., Ngowi, M.",1992,Fitting forage legumes into the cropping systems of semi-arid Tanzania,"In Stares, J.E. et al (eds) (1992): The complementarity of feed resoures for Animal production in Africa",Southern Africa,On-station trial,Botswana,Mpwapwa,Urban,Tropic - cool / semiarid,,Improved integration into the cropping system,Sole maize,Shrub,Leucaena leucocephala,,Maize,Forage intercrop/relay w food crop,,2.1,,3.1,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4,2.71,2.52,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,6.8,6.9,4,2.99,,,t/ha/season
104,1,1,2,"Mafongoya, P.L., Kuntashula, E., Kwesiga, F., Chirwa, T., Chintu, R., Sileshi, G., Matibini, J.",2003,Leguminous agroforestry options for replenishing soil fertility in Southern Africa,"In Waddington, S.R (Ed) (2003). Grain legumes and green manures for soil fertility in Southern Africa: Taking Stock of Progress. Proceedings of a conference held 8-11 October 2002 in Vumba, Zimbabwe. Soil Fert Net and CIMMYT, Harare, Zimbabwe. 246 p.",Southern Africa,On-station trial,Zambia,Msekera,Mixed Rainfed Arid,Tropic - warm / semiarid,6,Improved integration into the cropping system,"Unfertilized maize, no planted fallow",Shrub,Sesbania sesban,,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,3.6,1.2,2,0.4,1.8,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
104,2,1,2,"Mafongoya, P.L., Kuntashula, E., Kwesiga, F., Chirwa, T., Chintu, R., Sileshi, G., Matibini, J.",2003,Leguminous agroforestry options for replenishing soil fertility in Southern Africa,"In Waddington, S.R (Ed) (2003). Grain legumes and green manures for soil fertility in Southern Africa: Taking Stock of Progress. Proceedings of a conference held 8-11 October 2002 in Vumba, Zimbabwe. Soil Fert Net and CIMMYT, Harare, Zimbabwe. 246 p.",Southern Africa,On-station trial,Zambia,Chipata South,,,21,Improved integration into the cropping system,Maize without fertilizer,Shrub,Gliricidia,,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,4.9,1.7,3.9,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
104,2,1,3,"Mafongoya, P.L., Kuntashula, E., Kwesiga, F., Chirwa, T., Chintu, R., Sileshi, G., Matibini, J.",2003,Leguminous agroforestry options for replenishing soil fertility in Southern Africa,"In Waddington, S.R (Ed) (2003). Grain legumes and green manures for soil fertility in Southern Africa: Taking Stock of Progress. Proceedings of a conference held 8-11 October 2002 in Vumba, Zimbabwe. Soil Fert Net and CIMMYT, Harare, Zimbabwe. 246 p.",Southern Africa,On-station trial,Zambia,Chipata South,,,21,Improved integration into the cropping system,Maize without fertilizer,Shrub,Gliricidia,,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,4.3,1.7,3.3,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
104,2,1,4,"Mafongoya, P.L., Kuntashula, E., Kwesiga, F., Chirwa, T., Chintu, R., Sileshi, G., Matibini, J.",2003,Leguminous agroforestry options for replenishing soil fertility in Southern Africa,"In Waddington, S.R (Ed) (2003). Grain legumes and green manures for soil fertility in Southern Africa: Taking Stock of Progress. Proceedings of a conference held 8-11 October 2002 in Vumba, Zimbabwe. Soil Fert Net and CIMMYT, Harare, Zimbabwe. 246 p.",Southern Africa,On-station trial,Zambia,Chipata South,,,21,Improved integration into the cropping system,Maize without fertilizer,Shrub,Leucaena,,Maize,Forage intercrop/relay w food crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.2,,,,,,,,,,,,,,,,,,,Maize,t/ha/yr,,,,,,,,,,,,,,,
24,1,1,2,"Kabirizi, J., Ziiwa, E., Mugerwa, S., Ndikumana, J., Nanyennya, W.",2010,Dry season forages for improving dairy production in smallholder systems in Uganda,Tropical Grasslands,East Africa,On-farm trial,Uganda,Masaka,Other,Tropic - cool / humid,24,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Centrosema molle,Pennisetum purpureum,,Forage legume intercrop w grass,10.354,15.79,,,,,,,,,,,,,,,,,,,t/ha,7,8.4,,,%ofDM(yr),,,,,,,,,5.9,10.6,l/day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1,1,2,"Ojo, V., Dele, P., Amole, T., Anele, U., Adeoye, S., Hassan, O., Olanite, J., Idowu, O.",2013,"Effect of Intercropping of Pannicum maximum var. Ntchisi and Lablab purpererus on the Growth, Herbage Yield and Chemical Composition of Pannicum maximum var. Ntchisi at Different Harvesting times",Pakistan Journal of Biological Sciences,West Africa,On-station trial,Nigeria,Abeokuta in Ogun State,Rangelands Hyperarid,Subtropic - warm / arid,3,Improved integration into the cropping system,Panicum maximum var. Ntchisi,Dual-purpose legume,Lablab purpureus,Panicum maximum var. Ntchisi,,Forage legume intercrop w grass,,,,,,,,,,,,,,,,,,,,,,13.44,15.27,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1,2,2,"Ojo, V., Dele, P., Amole, T., Anele, U., Adeoye, S., Hassan, O., Olanite, J., Idowu, O.",2013,"Effect of Intercropping of Pannicum maximum var. Ntchisi and Lablab purpererus on the Growth, Herbage Yield and Chemical Composition of Pannicum maximum var. Ntchisi at Different Harvesting times",Pakistan Journal of Biological Sciences,West Africa,On-station trial,Nigeria,Abeokuta in Ogun State,Rangelands Hyperarid,Subtropic - warm / arid,3,Improved integration into the cropping system,Panicum maximum var. Ntchisi,Dual-purpose legume,Lablab purpureus,Panicum maximum var. Ntchisi,,Forage legume intercrop w grass,,,,,,,,,,,,,,,,,,,,,,11.69,13.98,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1,3,2,"Ojo, V., Dele, P., Amole, T., Anele, U., Adeoye, S., Hassan, O., Olanite, J., Idowu, O.",2013,"Effect of Intercropping of Pannicum maximum var. Ntchisi and Lablab purpererus on the Growth, Herbage Yield and Chemical Composition of Pannicum maximum var. Ntchisi at Different Harvesting times",Pakistan Journal of Biological Sciences,West Africa,On-station trial,Nigeria,Abeokuta in Ogun State,Rangelands Hyperarid,Subtropic - warm / arid,3,Improved integration into the cropping system,Panicum maximum var. Ntchisi,Dual-purpose legume,Lablab purpureus,Panicum maximum var. Ntchisi,,Forage legume intercrop w grass,,,,,,,,,,,,,,,,,,,,,,9.55,11.87,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1,4,2,"Ojo, V., Dele, P., Amole, T., Anele, U., Adeoye, S., Hassan, O., Olanite, J., Idowu, O.",2013,"Effect of Intercropping of Pannicum maximum var. Ntchisi and Lablab purpererus on the Growth, Herbage Yield and Chemical Composition of Pannicum maximum var. Ntchisi at Different Harvesting times",Pakistan Journal of Biological Sciences,West Africa,On-station trial,Nigeria,Abeokuta in Ogun State,Rangelands Hyperarid,Subtropic - warm / arid,3,Improved integration into the cropping system,Panicum maximum var. Ntchisi,Dual-purpose legume,Lablab purpureus,Panicum maximum var. Ntchisi,,Forage legume intercrop w grass,,,,,,,,,,,,,,,,,,,,,,6.87,9.35,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,1,2,"Okeyo R., Masinde A., Ojowi M., Oyure, A.",2000,"Evaluation of grass and legume production potential in Kendu Bay, South West Kenya","KARI: Participatory technology development for soil management by smallholders in Kenya. Proceedings of the 2nd Scientific Conference on the Soil Management and Legume Research Network Projects. Mombasa, Kenya",East Africa,On-farm trial,Kenya,"Kamingusa village, Kendu Bay",Mixed Rainfed Humid,Tropic - warm / humid,6,Improved integration into the cropping system,Pennisetum purpureum cv. Bana,Herbaceous legume,Stylosanthes guyanensis,,,Forage legume intercrop w grass,17.12,18.24,,,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,1,3,"Okeyo R., Masinde A., Ojowi M., Oyure, A.",2000,"Evaluation of grass and legume production potential in Kendu Bay, South West Kenya","KARI: Participatory technology development for soil management by smallholders in Kenya. Proceedings of the 2nd Scientific Conference on the Soil Management and Legume Research Network Projects. Mombasa, Kenya",East Africa,On-farm trial,Kenya,"Kamingusa village, Kendu Bay",Mixed Rainfed Humid,Tropic - warm / humid,6,Improved integration into the cropping system,Pennisetum purpureum cv. Bana,Herbaceous legume,Stylosanthes guyanensis,,,Forage legume intercrop w grass,17.12,27.16,,,,,,,,,,,,,,,,,,,t/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,1,2,"Njoka-Njiru, E., Njarui, M., Abulrazak, S., Mureithi, J.",2006,Effect of intercropping herbaceous legumes with Napier grass on dry matter yield and nutritive value of the feedstuffs in semi-arid region of Eastern Kenya,Agricultura Tropica et Subtropica,East Africa,On-station trial,Kenya,"Katumani, Machakos",Mixed Rainfed Humid,Tropic - cool / semiarid,3,Improved integration into the cropping system,Pennisetum purpureum & natural pasture,Herbaceous legume,Macroptilium atropurpureum (siratro),,,Forage legume intercrop w grass,1715,1608,4352,3949,2239,2812,682,574,1238,1239,1352,1950,,,174,197,93,0,11,51,kg/ha/season,6.2,6.6,8.14,9.64,%ofDM(yr),,,,,,,,MJ/kgDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,1,3,"Njoka-Njiru, E., Njarui, M., Abulrazak, S., Mureithi, J.",2006,Effect of intercropping herbaceous legumes with Napier grass on dry matter yield and nutritive value of the feedstuffs in semi-arid region of Eastern Kenya,Agricultura Tropica et Subtropica,East Africa,On-station trial,Kenya,"Katumani, Machakos",Mixed Rainfed Humid,Tropic - cool / semiarid,3,Improved integration into the cropping system,Pennisetum purpureum & natural pasture,Herbaceous legume,Stylosanthes scabra (seca),,,Forage legume intercrop w grass,1715,1255,4352,3635,2239,2598,682,634,1238,1276,1352,1366,,,155,629,454,173,584,625,kg/ha/season,6.2,6.11,8.14,9.96,%ofDM(yr),,,,,,8.21,8.41,MJ/kgDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,1,2,"Barahenda, M., Shem, M., Kanuya, N., Ntakabeza, I., Gasana, J. Uwimana, G., Umenezero, O., Uwumikuza, D.",2007,Yield potential of Grass-Legume Pasture under Different Management Systems,Research Journal of Animal Sciences,East Africa,On-station trial,Rwanda,Huye District,Mixed Irrigated Temperate,Tropic - cool / humid,3,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Desmodium intortium,Pennisetum purpureum,,Forage legume intercrop w grass,15.3,20.4,,,,,,,,,,,,,,,,,,,t/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,1,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Kakashi,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Desmodium intortium,Pennisetum purpureum,,Forage legume intercrop w grass,254.05,203.6,,,,,,,,,,,,,12.05,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,2,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Kakashi,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Tripsacum laxum,Herbaceous legume,Desmodium intortium,Tripsacum laxum,,Forage legume intercrop w grass,85.8,81.9,,,,,,,,,,,,,26.1,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,3,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Kakashi,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Setaria splendida,Herbaceous legume,Desmodium intortium,Setaria splendida,,Forage legume intercrop w grass,98.5,140,,,,,,,,,,,,,25.4,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2,1,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Mowanjamu,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Desmodium intortium,Pennisetum purpureum,,Forage legume intercrop w grass,132.35,116.25,,,,,,,,,,,,,7.25,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2,2,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Mowanjamu,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Tripsacum laxum,Herbaceous legume,Desmodium intortium,Tripsacum laxum,,Forage legume intercrop w grass,72.5,63.1,,,,,,,,,,,,,21.35,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2,3,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Mowanjamu,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Setaria splendida,Herbaceous legume,Desmodium intortium,Setaria splendida,,Forage legume intercrop w grass,93.95,102.3,,,,,,,,,,,,,9.6,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3,1,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Sanya Juu,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Desmodium intortium,Pennisetum purpureum,,Forage legume intercrop w grass,203.45,213.2,,,,,,,,,,,,,1.55,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3,2,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Sanya Juu,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Tripsacum laxum,Herbaceous legume,Desmodium intortium,Tripsacum laxum,,Forage legume intercrop w grass,47.8,48.7,,,,,,,,,,,,,18.1,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3,3,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Sanya Juu,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Setaria splendida,Herbaceous legume,Desmodium intortium,Setaria splendida,,Forage legume intercrop w grass,96.65,90.45,,,,,,,,,,,,,11.8,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,4,1,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Nronga,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Desmodium intortium,Pennisetum purpureum,,Forage legume intercrop w grass,193.6,207.8,,,,,,,,,,,,,0.5,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,4,2,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Nronga,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Tripsacum laxum,Herbaceous legume,Desmodium intortium,Tripsacum laxum,,Forage legume intercrop w grass,81.1,56.9,,,,,,,,,,,,,9,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
